关键词,主题数标号,主题
杠杆,2,"0.044*""杠杆"" + 0.024*""城市"" + 0.017*""金融机构"" + 0.016*""楼市"" + 0.014*""市场"""
杠杆,3,"0.053*""杠杆"" + 0.014*""比例"" + 0.014*""问题"" + 0.011*""放大"" + 0.011*""意味着"""
杠杆,4,"0.040*""杠杆"" + 0.032*""企业"" + 0.016*""风险"" + 0.015*""中国"" + 0.015*""债务"""
杠杆,5,"0.058*""杠杆"" + 0.026*""思维"" + 0.023*""道路"" + 0.022*""创造"" + 0.022*""金融"""
杠杆,6,"0.081*""杠杆"" + 0.033*""驱寒"" + 0.033*""食疗"" + 0.033*""生姜"" + 0.022*""功效"""
杠杆,7,"0.050*""杠杆"" + 0.029*""合约"" + 0.015*""美国"" + 0.012*""策略"" + 0.010*""中国"""
杠杆,8,"0.086*""杠杆"" + 0.019*""经济"" + 0.015*""中国"" + 0.013*""可能"" + 0.011*""投资"""
杠杆,9,"0.022*""杠杆原理"" + 0.018*""金融"" + 0.011*""市场"" + 0.009*""经济"" + 0.009*""罚单"""
缩表,0,"0.068*""加息"" + 0.062*""缩表"" + 0.034*""货币"" + 0.023*""量化"" + 0.023*""流动性"""
缩表,1,"0.055*""加息"" + 0.041*""资产"" + 0.034*""经济"" + 0.021*""缩表"" + 0.021*""负债表"""
缩表,2,"0.077*""缩表"" + 0.028*""美国"" + 0.028*""加息"" + 0.022*""国债"" + 0.022*""流动性"""
缩表,3,"0.100*""缩表"" + 0.049*""资产"" + 0.028*""市场"" + 0.021*""货币"" + 0.021*""泡沫"""
缩表,4,"0.045*""缩表"" + 0.030*""美国"" + 0.020*""资产"" + 0.020*""降准"" + 0.020*""紧缩"""
缩表,5,"0.066*""加息"" + 0.046*""缩表"" + 0.033*""美国"" + 0.033*""全球"" + 0.027*""紧缩"""
缩表,6,"0.068*""加息"" + 0.046*""缩表"" + 0.031*""美国"" + 0.031*""经济"" + 0.023*""市场"""
缩表,7,"0.036*""资产"" + 0.027*""缩表"" + 0.027*""收紧"" + 0.027*""来自"" + 0.027*""升级"""
缩表,8,"0.053*""经济"" + 0.019*""缩表"" + 0.019*""全球"" + 0.019*""利率"" + 0.019*""中国"""
缩表,9,"0.058*""缩表"" + 0.025*""资产"" + 0.025*""银行"" + 0.025*""全球"" + 0.025*""利率"""
资金链,0,"0.056*""资金"" + 0.016*""公司"" + 0.015*""集团"" + 0.015*""锤子"" + 0.014*""链断裂"""
资金链,1,"0.021*""资金"" + 0.016*""记者"" + 0.015*""单车"" + 0.015*""共享"" + 0.013*""链断裂"""
资金链,2,"0.063*""资金"" + 0.037*""公寓"" + 0.029*""链断裂"" + 0.021*""长租"" + 0.021*""公司"""
资金链,3,"0.075*""资金"" + 0.025*""押金"" + 0.016*""公司"" + 0.016*""单车"" + 0.014*""公寓"""
资金链,4,"0.035*""资金"" + 0.032*""公司"" + 0.019*""融资"" + 0.016*""科技"" + 0.015*""企业"""
资金链,5,"0.027*""资金"" + 0.023*""公寓"" + 0.018*""寓见"" + 0.013*""链断裂"" + 0.011*""裁员"""
资金链,6,"0.053*""资金"" + 0.021*""公司"" + 0.017*""链断裂"" + 0.009*""楼市"" + 0.009*""融资"""
资金链,7,"0.044*""资金"" + 0.041*""链断裂"" + 0.013*""没有"" + 0.011*""锤子"" + 0.011*""公寓"""
资金链,8,"0.021*""资金"" + 0.021*""便利店"" + 0.019*""邻家"" + 0.012*""锤子"" + 0.010*""镇江"""
资金链,9,"0.097*""资金"" + 0.023*""链断裂"" + 0.019*""融资"" + 0.017*""公司"" + 0.013*""裁员"""
债务违约,0,"0.090*""债务"" + 0.075*""违约"" + 0.022*""公司"" + 0.022*""利息"" + 0.019*""本金"""
债务违约,1,"0.029*""违约"" + 0.020*""桌子"" + 0.020*""凳子"" + 0.020*""评级"" + 0.020*""跌停"""
债务违约,2,"0.046*""债务"" + 0.046*""集团"" + 0.033*""违约"" + 0.014*""利息"" + 0.014*""债券"""
债务违约,3,"0.028*""下行"" + 0.019*""集团"" + 0.019*""投资"" + 0.019*""资产"" + 0.019*""管理"""
债务违约,4,"0.042*""违约"" + 0.042*""借款"" + 0.042*""民间"" + 0.042*""本金"" + 0.041*""借贷"""
债务违约,5,"0.040*""利息"" + 0.039*""借贷"" + 0.039*""本金"" + 0.039*""民间"" + 0.039*""借款"""
债务违约,6,"0.067*""违约"" + 0.049*""债务"" + 0.019*""包括"" + 0.013*""本金"" + 0.013*""民间"""
债务违约,7,"0.071*""违约"" + 0.036*""公司"" + 0.030*""债务"" + 0.024*""债券"" + 0.018*""企业"""
债务违约,8,"0.089*""债务"" + 0.037*""违约"" + 0.030*""利息"" + 0.030*""本金"" + 0.023*""借款"""
债务违约,9,"0.055*""债务"" + 0.037*""违约"" + 0.028*""可能"" + 0.019*""货币"" + 0.019*""凳子"""
债务,0,"0.066*""债务"" + 0.053*""夫妻"" + 0.020*""生活"" + 0.020*""没有"" + 0.018*""债权人"""
债务,1,"0.042*""投资"" + 0.024*""资本"" + 0.018*""加州"" + 0.015*""无法"" + 0.014*""集团"""
债务,2,"0.075*""债务"" + 0.058*""父亲"" + 0.053*""中国"" + 0.047*""美国"" + 0.019*""家庭"""
债务,3,"0.034*""父母"" + 0.024*""履行"" + 0.021*""司机"" + 0.021*""债务"" + 0.021*""普法"""
债务,4,"0.090*""债务"" + 0.018*""深圳"" + 0.018*""控股"" + 0.016*""借款"" + 0.016*""乐视"""
债务,5,"0.049*""债务"" + 0.039*""公司"" + 0.028*""政府"" + 0.026*""还清"" + 0.020*""地方"""
债务,6,"0.075*""债务"" + 0.032*""市场"" + 0.029*""政府"" + 0.025*""地方"" + 0.022*""企业"""
债务,7,"0.106*""债务"" + 0.038*""朋友"" + 0.037*""承担"" + 0.031*""限额"" + 0.031*""新增"""
债务,8,"0.068*""债务"" + 0.044*""大家"" + 0.031*""免除"" + 0.027*""公司"" + 0.022*""破产"""
债务,9,"0.058*""债务"" + 0.019*""变成"" + 0.017*""公司"" + 0.017*""问题"" + 0.016*""责任"""
质押,0,"0.110*""质押"" + 0.028*""股权"" + 0.027*""银行"" + 0.027*""贷款"" + 0.012*""存款"""
质押,1,"0.088*""质押"" + 0.037*""股权"" + 0.029*""公司"" + 0.020*""股东"" + 0.014*""股份"""
质押,2,"0.122*""质押"" + 0.055*""股权"" + 0.032*""公司"" + 0.026*""股份"" + 0.026*""兄弟"""
质押,3,"0.054*""质押"" + 0.032*""兄弟"" + 0.030*""股权"" + 0.022*""股东"" + 0.019*""股份"""
质押,4,"0.078*""质押"" + 0.031*""股权"" + 0.018*""资金"" + 0.015*""公司"" + 0.009*""生物"""
质押,5,"0.042*""质押"" + 0.031*""股东"" + 0.027*""股权"" + 0.017*""风险"" + 0.013*""诉讼"""
质押,6,"0.032*""公司"" + 0.030*""股权"" + 0.016*""企业"" + 0.013*""质押"" + 0.013*""融资"""
质押,7,"0.064*""质押"" + 0.030*""风险"" + 0.030*""融资"" + 0.024*""股权"" + 0.013*""没有"""
质押,8,"0.131*""质押"" + 0.033*""股份"" + 0.030*""股东"" + 0.027*""股权"" + 0.023*""风险"""
质押,9,"0.030*""股份"" + 0.029*""质押"" + 0.015*""公司"" + 0.011*""股权"" + 0.011*""证券"""
抵押品,0,"0.050*""银行"" + 0.026*""抵押品"" + 0.026*""贷款"" + 0.026*""信用"" + 0.026*""企业"""
抵押品,1,"0.034*""贷款"" + 0.034*""中国"" + 0.034*""纳入"" + 0.034*""机构"" + 0.034*""政策性"""
抵押品,2,"0.066*""抵押品"" + 0.034*""厂商"" + 0.034*""抵押"" + 0.034*""女性"" + 0.034*""商标"""
抵押品,3,"0.074*""货币"" + 0.050*""信用"" + 0.050*""抵押品"" + 0.026*""贷款"" + 0.026*""担保"""
抵押品,4,"0.041*""抵押品"" + 0.041*""企业"" + 0.041*""货币"" + 0.041*""债券"" + 0.041*""财富"""
抵押品,5,"0.066*""贷款"" + 0.053*""抵押品"" + 0.053*""企业"" + 0.027*""借条"" + 0.027*""担保"""
抵押品,6,"0.069*""中国"" + 0.047*""贷款"" + 0.047*""上市"" + 0.047*""农村"" + 0.047*""扶贫"""
抵押品,7,"0.046*""市场"" + 0.024*""担保"" + 0.024*""银行"" + 0.024*""预期"" + 0.024*""企业"""
抵押品,8,"0.057*""银行"" + 0.030*""系统"" + 0.030*""男子"" + 0.030*""聚焦"" + 0.030*""国际"""
抵押品,9,"0.023*""抵押品"" + 0.023*""信用"" + 0.023*""女士"" + 0.023*""评级"" + 0.023*""男子"""
借钱,0,"0.113*""借钱"" + 0.033*""借条"" + 0.028*""需要"" + 0.025*""人心"" + 0.023*""老板"""
借钱,1,"0.041*""贷款"" + 0.036*""借钱"" + 0.030*""冒充"" + 0.016*""借款"" + 0.015*""套路"""
借钱,2,"0.107*""借钱"" + 0.043*""起诉"" + 0.026*""失联"" + 0.024*""视频"" + 0.023*""网络"""
借钱,3,"0.063*""女孩"" + 0.054*""借钱"" + 0.023*""人性"" + 0.022*""时候"" + 0.021*""还有"""
借钱,4,"0.054*""朋友"" + 0.051*""微信"" + 0.047*""借钱"" + 0.039*""语音"" + 0.025*""搞笑"""
借钱,5,"0.052*""借钱"" + 0.021*""警方"" + 0.019*""可能"" + 0.014*""上海"" + 0.014*""感觉"""
借钱,6,"0.062*""借钱"" + 0.029*""法院"" + 0.027*""语音"" + 0.025*""电信"" + 0.022*""同学"""
借钱,7,"0.047*""男子"" + 0.043*""生活"" + 0.031*""女士"" + 0.028*""变声"" + 0.020*""诈骗"""
借钱,8,"0.157*""借钱"" + 0.053*""朋友"" + 0.019*""网友"" + 0.014*""组图"" + 0.014*""超话"""
借钱,9,"0.031*""借钱"" + 0.022*""女子"" + 0.021*""知道"" + 0.016*""拒绝"" + 0.015*""电话"""
还钱,0,"0.045*""执行"" + 0.028*""朋友"" + 0.017*""超话"" + 0.015*""电话"" + 0.013*""被执行人"""
还钱,1,"0.039*""视频"" + 0.018*""男子"" + 0.016*""儿子"" + 0.015*""女子"" + 0.014*""法院"""
还钱,2,"0.033*""执行"" + 0.031*""老赖"" + 0.028*""判决"" + 0.028*""计划"" + 0.016*""时候"""
还钱,3,"0.015*""男子"" + 0.012*""组图"" + 0.011*""还有"" + 0.011*""偿还"" + 0.011*""视频"""
还钱,4,"0.030*""视频"" + 0.016*""知道"" + 0.013*""还钱"" + 0.013*""看看"" + 0.012*""超话"""
还钱,5,"0.020*""贷款"" + 0.020*""公司"" + 0.014*""老赖"" + 0.013*""调查"" + 0.013*""判决"""
还钱,6,"0.026*""闺蜜"" + 0.016*""法院"" + 0.016*""抢劫"" + 0.013*""女子"" + 0.013*""头条"""
还钱,7,"0.031*""表白"" + 0.030*""像是"" + 0.029*""搞不好"" + 0.028*""总会"" + 0.025*""感觉"""
还钱,8,"0.022*""男子"" + 0.018*""银行"" + 0.016*""司机"" + 0.012*""不料"" + 0.012*""现场"""
还钱,9,"0.039*""出来"" + 0.025*""表示"" + 0.023*""男子"" + 0.022*""公司"" + 0.020*""公职人员"""
债权,0,"0.024*""债权人"" + 0.021*""投资"" + 0.016*""公司"" + 0.016*""破产"" + 0.013*""有限公司"""
债权,1,"0.039*""债权"" + 0.022*""债权人"" + 0.014*""律师"" + 0.012*""清偿"" + 0.012*""执行"""
债权,2,"0.043*""债权"" + 0.013*""融资"" + 0.012*""公证"" + 0.010*""法院"" + 0.010*""资本"""
债权,3,"0.025*""债权"" + 0.022*""债权人"" + 0.019*""江南"" + 0.016*""分配"" + 0.016*""皮革厂"""
债权,4,"0.052*""破产"" + 0.031*""债权人"" + 0.024*""押金"" + 0.021*""债权"" + 0.020*""清偿"""
债权,5,"0.032*""债权人"" + 0.017*""集团"" + 0.015*""银座"" + 0.014*""公司"" + 0.013*""深圳市"""
债权,6,"0.044*""债权"" + 0.035*""单车"" + 0.031*""破产"" + 0.016*""债权人"" + 0.014*""押金"""
债权,7,"0.024*""公司"" + 0.019*""执行"" + 0.019*""债权人"" + 0.014*""借款"" + 0.013*""法院"""
债权,8,"0.025*""公司"" + 0.015*""律师"" + 0.015*""债权"" + 0.011*""单车"" + 0.011*""清偿"""
债权,9,"0.026*""债权"" + 0.024*""公司"" + 0.021*""债权人"" + 0.019*""执行"" + 0.017*""破产"""
高端装备,0,"0.033*""高端"" + 0.024*""中国"" + 0.024*""发展"" + 0.024*""产业"" + 0.017*""制造"""
高端装备,1,"0.071*""装备"" + 0.056*""高端"" + 0.015*""制造业"" + 0.012*""产业"" + 0.012*""南昌"""
高端装备,2,"0.048*""高端"" + 0.033*""装备"" + 0.024*""智能"" + 0.023*""博会"" + 0.021*""发展"""
高端装备,3,"0.059*""产业"" + 0.039*""制造"" + 0.029*""智能"" + 0.026*""高端"" + 0.021*""发展"""
高端装备,4,"0.054*""装备"" + 0.038*""高端"" + 0.031*""项目"" + 0.031*""中国"" + 0.031*""企业"""
高端装备,5,"0.045*""装备"" + 0.017*""重点"" + 0.012*""高端"" + 0.012*""世界"" + 0.012*""领域"""
高端装备,6,"0.071*""高端"" + 0.049*""装备"" + 0.025*""项目"" + 0.019*""制造"" + 0.011*""技术"""
高端装备,7,"0.042*""装备"" + 0.025*""中国"" + 0.025*""企业"" + 0.021*""集体"" + 0.019*""有限公司"""
高端装备,8,"0.072*""装备"" + 0.031*""制造"" + 0.026*""高端"" + 0.023*""产业"" + 0.016*""企业"""
高端装备,9,"0.033*""机场"" + 0.030*""航空"" + 0.026*""制造"" + 0.026*""装备"" + 0.022*""高端"""
核心科技,0,"0.070*""科技"" + 0.020*""中国"" + 0.015*""核心"" + 0.013*""创新"" + 0.010*""金融"""
核心科技,1,"0.076*""核心"" + 0.039*""科技"" + 0.017*""中国"" + 0.011*""茅台"" + 0.011*""创新"""
核心科技,2,"0.030*""科技"" + 0.024*""核心"" + 0.015*""中国"" + 0.012*""发展"" + 0.009*""核心技术"""
核心科技,3,"0.071*""科技"" + 0.019*""中国"" + 0.011*""集团"" + 0.011*""核心"" + 0.009*""发展"""
核心科技,4,"0.042*""科技"" + 0.029*""创新"" + 0.021*""核心"" + 0.016*""公司"" + 0.016*""技术"""
核心科技,5,"0.037*""科技"" + 0.031*""企业"" + 0.021*""技术"" + 0.014*""发展"" + 0.010*""创新"""
核心科技,6,"0.062*""科技"" + 0.027*""核心"" + 0.025*""创新"" + 0.020*""发展"" + 0.013*""核心技术"""
核心科技,7,"0.016*""中国"" + 0.015*""创新"" + 0.014*""技术"" + 0.013*""发展"" + 0.012*""科技"""
核心科技,8,"0.052*""科技"" + 0.012*""发展"" + 0.011*""核心"" + 0.009*""核心技术"" + 0.009*""创新"""
核心科技,9,"0.056*""科技"" + 0.036*""核心"" + 0.033*""中国"" + 0.022*""创新"" + 0.011*""企业"""
核心技术,0,"0.058*""技术"" + 0.033*""核心"" + 0.025*""中国"" + 0.022*""区块"" + 0.022*""核心技术"""
核心技术,1,"0.021*""高铁"" + 0.021*""中国"" + 0.020*""北京"" + 0.011*""核心"" + 0.010*""检测"""
核心技术,2,"0.029*""区块"" + 0.021*""中国"" + 0.012*""技术"" + 0.012*""电动"" + 0.011*""应用"""
核心技术,3,"0.052*""中国"" + 0.036*""技术"" + 0.021*""企业"" + 0.021*""核心技术"" + 0.021*""核心"""
核心技术,4,"0.061*""中国"" + 0.030*""发展"" + 0.024*""美国"" + 0.023*""核心技术"" + 0.019*""企业"""
核心技术,5,"0.039*""技术"" + 0.027*""年份"" + 0.027*""古井"" + 0.027*""下品"" + 0.027*""原浆"""
核心技术,6,"0.051*""发展"" + 0.039*""技术"" + 0.030*""阶段"" + 0.028*""中国"" + 0.025*""核心"""
核心技术,7,"0.082*""核心技术"" + 0.038*""世界"" + 0.033*""科学家"" + 0.033*""中关村"" + 0.031*""市场"""
核心技术,8,"0.056*""技术"" + 0.032*""核心技术"" + 0.017*""经济"" + 0.016*""科技"" + 0.014*""核心"""
核心技术,9,"0.024*""协议"" + 0.019*""中国"" + 0.017*""大学"" + 0.016*""核心技术"" + 0.015*""自主"""
制造2025,0,"0.102*""中国"" + 0.046*""制造"" + 0.028*""发展"" + 0.028*""美国"" + 0.024*""工业"""
制造2025,1,"0.123*""中国"" + 0.057*""制造"" + 0.037*""美国"" + 0.017*""制造业"" + 0.010*""签证"""
制造2025,2,"0.097*""中国"" + 0.058*""制造"" + 0.029*""发展"" + 0.022*""工业"" + 0.022*""美国"""
制造2025,3,"0.084*""中国"" + 0.064*""制造"" + 0.024*""美国"" + 0.021*""发展"" + 0.015*""科技"""
制造2025,4,"0.093*""中国"" + 0.084*""制造"" + 0.023*""美国"" + 0.018*""制造业"" + 0.014*""文章"""
制造2025,5,"0.063*""中国"" + 0.044*""制造"" + 0.039*""美国"" + 0.025*""创新"" + 0.020*""公司"""
制造2025,6,"0.080*""制造"" + 0.072*""中国"" + 0.029*""企业"" + 0.019*""制造业"" + 0.016*""发展"""
制造2025,7,"0.075*""中国"" + 0.036*""美国"" + 0.017*""制造"" + 0.017*""产业"" + 0.017*""发展"""
制造2025,8,"0.048*""中国"" + 0.029*""制造"" + 0.024*""美国"" + 0.015*""发展"" + 0.015*""国际"""
制造2025,9,"0.084*""中国"" + 0.080*""制造"" + 0.036*""美国"" + 0.022*""制造业"" + 0.018*""贸易"""
高新技术,0,"0.049*""企业"" + 0.029*""高新技术"" + 0.015*""中国"" + 0.010*""重点"" + 0.009*""产业"""
高新技术,1,"0.021*""高新技术"" + 0.017*""企业"" + 0.016*""中国"" + 0.011*""是否"" + 0.009*""开发区"""
高新技术,2,"0.033*""高新技术"" + 0.020*""企业"" + 0.019*""开发区"" + 0.013*""项目"" + 0.012*""西安"""
高新技术,3,"0.044*""高新技术"" + 0.026*""企业"" + 0.026*""产业"" + 0.012*""建设"" + 0.011*""中国"""
高新技术,4,"0.057*""高新技术"" + 0.027*""创新"" + 0.023*""产业"" + 0.021*""中国"" + 0.021*""企业"""
高新技术,5,"0.059*""高新技术"" + 0.046*""企业"" + 0.029*""开发区"" + 0.016*""国家"" + 0.016*""产业"""
高新技术,6,"0.035*""企业"" + 0.025*""高新技术"" + 0.015*""科技"" + 0.014*""经济"" + 0.014*""创新"""
高新技术,7,"0.048*""产业"" + 0.036*""发展"" + 0.029*""企业"" + 0.026*""科技"" + 0.026*""高新技术"""
高新技术,8,"0.050*""企业"" + 0.028*""高新技术"" + 0.021*""司机"" + 0.017*""失控"" + 0.017*""公交车"""
高新技术,9,"0.035*""高新技术"" + 0.028*""发展"" + 0.014*""企业"" + 0.012*""西安"" + 0.009*""产业"""
科技,0,"0.101*""科技"" + 0.057*""大学"" + 0.032*""学院"" + 0.017*""工业"" + 0.015*""西南"""
科技,1,"0.107*""科技"" + 0.100*""视频"" + 0.047*""生活"" + 0.014*""设计"" + 0.013*""改变"""
科技,2,"0.042*""科技"" + 0.035*""创新"" + 0.030*""企业"" + 0.028*""中国"" + 0.021*""工作"""
科技,3,"0.091*""科技"" + 0.059*""强国"" + 0.057*""制造业"" + 0.018*""项目"" + 0.013*""自动"""
科技,4,"0.049*""科技"" + 0.032*""全球"" + 0.024*""发布会"" + 0.022*""互联网"" + 0.021*""金融"""
科技,5,"0.050*""科技"" + 0.025*""公司"" + 0.024*""没有"" + 0.021*""转发"" + 0.018*""关注"""
科技,6,"0.068*""科技"" + 0.043*""智能"" + 0.024*""体验"" + 0.021*""直播"" + 0.016*""纪录片"""
科技,7,"0.024*""人类"" + 0.023*""显示"" + 0.022*""科技"" + 0.020*""数据"" + 0.019*""进行"""
科技,8,"0.120*""超话"" + 0.088*""科技"" + 0.036*""手机"" + 0.024*""美国"" + 0.019*""锤子"""
科技,9,"0.036*""苹果"" + 0.030*""科技"" + 0.029*""系统"" + 0.023*""上海"" + 0.022*""可能"""
